Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Adrian Peterson,RB,1,MIN,CLE,25,180,7,3,1,1,18,0,0,0,41.80,2009
2,Tim Hightower,RB,1,ARI,SF,8,15,2,0,14,12,121,0,0,0,28.60,2009
3,Thomas Jones,RB,1,NYJ,HOU,20,107,5,2,0,0,0,0,1,0,25.70,2009
4,Fred Jackson,RB,1,BUF,NE,15,57,4,0,7,5,83,1,1,0,25.00,2009
5,Julius Jones,RB,1,SEA,LAR,19,117,6,1,2,2,19,0,0,0,24.60,2009
6,Willis McGahee,RB,1,BAL,KC,10,44,4,1,5,4,31,1,0,0,23.50,2009
7,Maurice Jones-Drew,RB,1,JAX,IND,21,97,5,1,8,5,26,0,0,0,23.30,2009
8,Cedric Benson,RB,1,CIN,DEN,21,76,4,1,4,4,32,0,0,0,20.80,2009
9,Kevin Smith,RB,1,DET,NO,15,20,1,1,9,7,52,0,0,0,20.20,2009
10,Frank Gore,RB,1,SF,ARI,22,30,1,1,5,3,18,1,1,0,19.80,2009
11,DeAngelo Williams,RB,1,CAR,PHI,14,37,3,1,5,4,42,0,0,0,17.90,2009
12,Joseph Addai,RB,1,IND,JAX,17,42,3,1,6,5,35,0,1,1,17.70,2009
13,Darren Sproles,RB,1,LAC,OAK,9,23,3,1,7,5,43,0,1,0,17.60,2009
14,Ray Rice,RB,1,BAL,KC,19,108,6,0,4,2,12,0,0,0,17.00,2009
15,Derrick Ward,RB,1,TB,DAL,12,62,5,1,3,2,21,0,0,0,16.30,2009
16,Mike Bell,RB,1,NO,DET,28,143,5,0,0,0,0,0,1,1,16.30,2009
17,Brian Westbrook,RB,1,PHI,CAR,13,64,5,0,4,3,8,1,0,0,16.20,2009
18,Cadillac Williams,RB,1,TB,DAL,13,97,8,1,0,0,0,0,0,0,15.70,2009
19,Marion Barber,RB,1,DAL,TB,14,79,6,1,0,0,0,0,0,0,13.90,2009
20,Ricky Williams,RB,1,MIA,ATL,7,39,6,0,4,2,19,1,0,0,13.80,2009
21,Ryan Grant,RB,1,GB,CHI,16,61,4,1,1,1,6,0,0,0,13.70,2009
22,Heath Evans,FB,1,NO,DET,0,0,0,0,4,4,35,1,0,0,13.50,2009
23,Jamal Lewis,RB,1,CLE,MIN,11,57,5,0,3,3,47,0,0,0,13.40,2009
24,LeRon McClain,RB,1,BAL,KC,6,19,3,1,4,3,23,0,0,0,13.20,2009
25,Michael Bush,RB,1,OAK,LAC,12,55,5,1,1,1,4,0,0,0,12.90,2009
26,Leon Washington,RB,1,NYJ,HOU,15,60,4,0,6,4,24,0,0,0,12.40,2009
27,Kevin Faulk,RB,1,NE,BUF,3,7,2,0,8,6,51,0,0,0,11.80,2009
28,LaDainian Tomlinson,RB,1,LAC,OAK,13,55,4,1,3,1,1,0,1,1,11.60,2009
29,Reggie Bush,RB,1,NO,DET,7,14,2,0,6,5,55,0,2,1,10.90,2009
30,Jerious Norwood,RB,1,ATL,MIA,2,7,4,0,6,5,49,0,0,0,10.60,2009
31,Darren McFadden,RB,1,OAK,LAC,17,68,4,0,4,2,25,0,1,1,10.30,2009
32,Ovie Mughelli,FB,1,ATL,MIA,0,0,0,0,2,2,22,1,0,0,10.20,2009
33,Ahmad Bradshaw,RB,1,NYG,WAS,12,60,5,0,4,3,11,0,0,0,10.10,2009
34,Jonathan Stewart,RB,1,CAR,PHI,11,35,3,0,3,2,32,0,0,0,8.70,2009
35,Fred Taylor,RB,1,NE,BUF,9,25,3,1,0,0,0,0,0,0,8.50,2009
36,Brandon Jacobs,RB,1,NYG,WAS,16,46,3,0,3,2,17,0,0,0,8.30,2009
37,Ronnie Brown,RB,1,MIA,ATL,10,43,4,0,4,3,10,0,0,0,8.30,2009
38,Clinton Portis,RB,1,WAS,NYG,16,62,4,0,1,1,10,0,0,0,8.20,2009
39,Chester Taylor,RB,1,MIN,CLE,7,17,2,0,7,5,13,0,0,0,8.00,2009
40,Chris Johnson,RB,1,TEN,PIT,15,57,4,0,2,1,11,0,0,0,7.80,2009
41,Correll Buckhalter,RB,1,DEN,CIN,8,46,6,0,2,2,11,0,0,0,7.70,2009
42,Jamaal Charles,RB,1,KC,BAL,4,8,2,0,4,4,29,0,0,0,7.70,2009
43,Mewelde Moore,RB,1,PIT,TEN,5,8,2,0,7,4,28,0,0,0,7.60,2009
44,Steve Slaton,RB,1,HOU,NYJ,9,17,2,0,6,3,35,0,1,1,7.20,2009
45,Donald Brown,RB,1,IND,JAX,11,33,3,0,2,2,16,0,0,0,6.90,2009
46,Steven Jackson,RB,1,LAR,SEA,16,67,4,0,2,0,0,0,0,0,6.70,2009
47,Michael Turner,RB,1,ATL,MIA,22,65,3,0,1,0,0,0,0,0,6.50,2009
48,Laurence Maroney,RB,1,NE,BUF,10,32,3,0,2,2,9,0,0,0,6.10,2009
49,LeSean McCoy,RB,1,PHI,CAR,9,46,5,0,3,1,1,0,0,0,5.70,2009
50,Matt Forte,RB,1,CHI,GB,25,55,2,0,1,0,0,0,0,0,5.50,2009
