Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Jason Hanson,K,4,DET,GB,4,5,80,52,2,2,0.00,2010
2,Matt Prater,K,4,DEN,TEN,4,4,100,36,2,2,0.00,2010
3,Phil Dawson,K,4,CLE,CIN,3,3,100,31,2,2,0.00,2010
4,Nate Kaeding,K,4,LAC,ARI,2,3,67,48,5,5,0.00,2010
5,Stephen Gostkowski,K,4,NE,MIA,2,2,100,30,5,5,0.00,2010
6,Matt Bryant,K,4,ATL,SF,3,3,100,43,1,1,0.00,2010
7,John Carney,K,4,NO,CAR,3,3,100,32,1,1,0.00,2010
8,Rob Bironas,K,4,TEN,DEN,2,3,67,55,2,2,0.00,2010
9,Josh Scobee,K,4,JAX,IND,1,1,100,59,4,4,0.00,2010
10,Nick Folk,K,4,NYJ,BUF,1,2,50,19,5,5,0.00,2010
11,Mike Nugent,K,4,CIN,CLE,2,3,67,25,2,2,0.00,2010
12,Josh Brown,K,4,LAR,SEA,2,2,100,31,2,2,0.00,2010
13,Neil Rackers,K,4,HOU,OAK,1,2,50,35,4,4,0.00,2010
14,Sebastian Janikowski,K,4,OAK,HOU,1,1,100,39,3,3,0.00,2010
15,David Akers,K,4,PHI,WAS,2,2,100,49,0,0,0.00,2010
16,Jay Feely,K,4,ARI,LAC,1,1,100,53,1,1,0.00,2010
17,Billy Cundiff,K,4,BAL,PIT,1,2,50,33,2,2,0.00,2010
18,Graham Gano,K,4,WAS,PHI,1,1,100,26,2,2,0.00,2010
19,Lawrence Tynes,K,4,NYG,CHI,1,2,50,22,2,2,0.00,2010
20,Mason Crosby,K,4,GB,DET,0,0,0,0,4,4,0.00,2010
21,Adam Vinatieri,K,4,IND,JAX,0,0,0,0,4,4,0.00,2010
22,Olindo Mare,K,4,SEA,LAR,1,1,100,22,0,0,0.00,2010
23,Robbie Gould,K,4,CHI,NYG,1,1,100,40,0,0,0.00,2010
24,Joe Nedney,K,4,SF,ATL,0,0,0,0,2,2,0.00,2010
25,Rian Lindell,K,4,BUF,NYJ,0,0,0,0,2,2,0.00,2010
26,John Kasay,K,4,CAR,NO,0,0,0,0,2,2,0.00,2010
27,Jeff Reed,K,4,PIT,BAL,0,2,0,0,2,2,0.00,2010
28,Dan Carpenter,K,4,MIA,NE,0,1,0,0,2,2,0.00,2010
29,Rhys Lloyd,K,4,CAR,NO,0,0,0,0,0,0,0.00,2010
30,Thomas Howard,K,4,OAK,HOU,0,0,0,0,0,0,0.00,2010
